,class-0,class-1,class-2
DDX60,1.0,0.0,0.0
DEAF1,1.0,0.0,0.0
DECR1,1.0,0.0,0.0
DECR2,1.0,0.0,0.0
DEF6,1.0,0.0,0.0
DEFA4,1.0,0.0,0.0
DEFA6,1.0,0.0,0.0
DEFB4A,1.0,0.0,0.0
DEFB4B,1.0,0.0,0.0
DEGS1,1.0,0.0,0.0
DEPDC1B,1.0,0.0,0.0
DERA,1.0,0.0,0.0
DERL1,1.0,0.0,0.0
DFFA,1.0,0.0,0.0
DFFB,1.0,0.0,0.0
DFNA5,1.0,0.0,0.0
WHRN,1.0,0.0,0.0
DGAT1,1.0,0.0,0.0
DGAT2,1.0,0.0,0.0
DGCR2,1.0,0.0,0.0
DGCR6,1.0,0.0,0.0
DGKE,1.0,0.0,0.0
DGKG,1.0,0.0,0.0
DGKH,1.0,0.0,0.0
DGKI,1.0,0.0,0.0
DGKK,1.0,0.0,0.0
DGKQ,1.0,0.0,0.0
DGKZ,1.0,0.0,0.0
DGUOK,1.0,0.0,0.0
DHDH,1.0,0.0,0.0
DHRS1,1.0,0.0,0.0
DHRS11,1.0,0.0,0.0
DHRS13,1.0,0.0,0.0
DHRS2,1.0,0.0,0.0
DHRS3,1.0,0.0,0.0
DHRS7,1.0,0.0,0.0
DHRS9,1.0,0.0,0.0
DHRSX,1.0,0.0,0.0
DHTKD1,1.0,0.0,0.0
DHX35,1.0,0.0,0.0
DHX36,1.0,0.0,0.0
DHX57,1.0,0.0,0.0
DIAPH2,1.0,0.0,0.0
DIRAS1,1.0,0.0,0.0
DIRAS2,1.0,0.0,0.0
DIRAS3,1.0,0.0,0.0
DIRC2,1.0,0.0,0.0
DKK2,1.0,0.0,0.0
DKK4,1.0,0.0,0.0
DLC1,1.0,0.0,0.0
DLEC1,1.0,0.0,0.0
DLEU1,1.0,0.0,0.0
DLEU2,1.0,0.0,0.0
DLEU2L,1.0,0.0,0.0
DLG1,1.0,0.0,0.0
DLG2,1.0,0.0,0.0
DLGAP1,1.0,0.0,0.0
DLGAP2,1.0,0.0,0.0
DLK2,1.0,0.0,0.0
DLL1,1.0,0.0,0.0
DLL3,1.0,0.0,0.0
DLL4,1.0,0.0,0.0
DLX2,1.0,0.0,0.0
DLX6,1.0,0.0,0.0
DMD,1.0,0.0,0.0
DMGDH,1.0,0.0,0.0
DMP1,1.0,0.0,0.0
DMPK,1.0,0.0,0.0
DMRT1,1.0,0.0,0.0
DMRT2,1.0,0.0,0.0
DMRT3,1.0,0.0,0.0
DMRTB1,1.0,0.0,0.0
DNA2,1.0,0.0,0.0
DNAH11,1.0,0.0,0.0
DNAH5,1.0,0.0,0.0
DNAI1,1.0,0.0,0.0
DNAI2,1.0,0.0,0.0
DNAJA2,1.0,0.0,0.0
DNAJA4,1.0,0.0,0.0
DNAJB1,1.0,0.0,0.0
DNAJB2,1.0,0.0,0.0
DNAJB5,1.0,0.0,0.0
DNAJB6,1.0,0.0,0.0
DNAJC1,1.0,0.0,0.0
DNAJC10,1.0,0.0,0.0
DNAJC25-GNG10,1.0,0.0,0.0
DNAJC27,1.0,0.0,0.0
DNAJC4,1.0,0.0,0.0
DNAJC6,1.0,0.0,0.0
DNAJC7,1.0,0.0,0.0
DNASE1,1.0,0.0,0.0
DNASE1L3,1.0,0.0,0.0
DNASE2B,1.0,0.0,0.0
DNM1,1.0,0.0,0.0
DNM1P46,1.0,0.0,0.0
DNMT3B,1.0,0.0,0.0
DNPEP,1.0,0.0,0.0
DNTT,1.0,0.0,0.0
DNTTIP1,1.0,0.0,0.0
DOC2A,1.0,0.0,0.0
DOCK2,1.0,0.0,0.0
DOCK4,1.0,0.0,0.0
DOCK5,1.0,0.0,0.0
DOK1,1.0,0.0,0.0
DOLPP1,1.0,0.0,0.0
DOPEY1,1.0,0.0,0.0
DOPEY2,1.0,0.0,0.0
DOT1L,1.0,0.0,0.0
DPEP3,1.0,0.0,0.0
DPF1,1.0,0.0,0.0
DPH1,1.0,0.0,0.0
DPM1,1.0,0.0,0.0
DPM3,1.0,0.0,0.0
DPP4,1.0,0.0,0.0
DPP9,1.0,0.0,0.0
DPRX,1.0,0.0,0.0
DPRXP4,1.0,0.0,0.0
DPYD,1.0,0.0,0.0
DPYSL3,1.0,0.0,0.0
DPYSL5,1.0,0.0,0.0
DRAP1,1.0,0.0,0.0
DRD2,1.0,0.0,0.0
DRG1,1.0,0.0,0.0
DRG2,1.0,0.0,0.0
DRGX,1.0,0.0,0.0
DRP2,1.0,0.0,0.0
DSC1,1.0,0.0,0.0
DSCAML1,1.0,0.0,0.0
DSCR3,1.0,0.0,0.0
DSCR8,1.0,0.0,0.0
DSG1,1.0,0.0,0.0
DSG2,1.0,0.0,0.0
DSG4,1.0,0.0,0.0
DSPP,1.0,0.0,0.0
DST,1.0,0.0,0.0
DTD2,1.0,0.0,0.0
DTNA,1.0,0.0,0.0
DTNBP1,1.0,0.0,0.0
DTX2P1-UPK3BP1-PMS2P11,1.0,0.0,0.0
DTX3,1.0,0.0,0.0
DTX3L,1.0,0.0,0.0
DUOX1,1.0,0.0,0.0
DUOX2,1.0,0.0,0.0
DUS4L,1.0,0.0,0.0
DUSP12,1.0,0.0,0.0
DUSP13,1.0,0.0,0.0
DUSP15,1.0,0.0,0.0
DUSP16,1.0,0.0,0.0
DUSP28,1.0,0.0,0.0
DUSP3,1.0,0.0,0.0
DUSP4,1.0,0.0,0.0
DUSP6,1.0,0.0,0.0
DUSP7,1.0,0.0,0.0
DUSP8,1.0,0.0,0.0
DUX3,1.0,0.0,0.0
DVL1,1.0,0.0,0.0
DVL2,1.0,0.0,0.0
DVL3,1.0,0.0,0.0
DYNC1LI1,1.0,0.0,0.0
DYNLL1,1.0,0.0,0.0
DYNLL2,1.0,0.0,0.0
DYNLT3,1.0,0.0,0.0
DYRK1B,1.0,0.0,0.0
DYRK2,1.0,0.0,0.0
DYRK4,1.0,0.0,0.0
DYSF,1.0,0.0,0.0
DZIP3,1.0,0.0,0.0
E2F2,1.0,0.0,0.0
E2F5,1.0,0.0,0.0
E2F7,1.0,0.0,0.0
E2F8,1.0,0.0,0.0
EAF2,1.0,0.0,0.0
EBAG9,1.0,0.0,0.0
EBF1,1.0,0.0,0.0
EBF2,1.0,0.0,0.0
EBI3,1.0,0.0,0.0
EBPL,1.0,0.0,0.0
ECE1,1.0,0.0,0.0
ECE2,1.0,0.0,0.0
ECHDC1,1.0,0.0,0.0
ECHDC2,1.0,0.0,0.0
ECHDC3,1.0,0.0,0.0
ECHS1,1.0,0.0,0.0
ECI1,1.0,0.0,0.0
ECI2,1.0,0.0,0.0
ECM1,1.0,0.0,0.0
EDA,1.0,0.0,0.0
EDA2R,1.0,0.0,0.0
EDEM2,1.0,0.0,0.0
EDIL3,1.0,0.0,0.0
EDN1,1.0,0.0,0.0
EDNRB,1.0,0.0,0.0
EEA1,1.0,0.0,0.0
EED,1.0,0.0,0.0
EEF1D,1.0,0.0,0.0
EEF1E1,1.0,0.0,0.0
EEF1E1-BLOC1S5,1.0,0.0,0.0
EEF2K,1.0,0.0,0.0
EEPD1,1.0,0.0,0.0
EFCAB1,1.0,0.0,0.0
EFCAB11,1.0,0.0,0.0
EFCAB13,1.0,0.0,0.0
EFCAB14,1.0,0.0,0.0
EFCAB2,1.0,0.0,0.0
EFCAB3,1.0,0.0,0.0
EFCAB6,1.0,0.0,0.0
EFEMP1,1.0,0.0,0.0
EFEMP2,1.0,0.0,0.0
EFHB,1.0,0.0,0.0
EFHD1,1.0,0.0,0.0
EFNA4,1.0,0.0,0.0
EFNA5,1.0,0.0,0.0
EFNB1,1.0,0.0,0.0
EFNB2,1.0,0.0,0.0
EFNB3,1.0,0.0,0.0
EGF,1.0,0.0,0.0
EGFL6,1.0,0.0,0.0
EGFL8,1.0,0.0,0.0
EGLN1,1.0,0.0,0.0
EGR1,1.0,0.0,0.0
EGR2,1.0,0.0,0.0
EGR4,1.0,0.0,0.0
EHBP1,1.0,0.0,0.0
EHD2,1.0,0.0,0.0
EHD3,1.0,0.0,0.0
EHD4,1.0,0.0,0.0
EHF,1.0,0.0,0.0
EHMT2,1.0,0.0,0.0
EID2,1.0,0.0,0.0
EIF1,1.0,0.0,0.0
EIF2AK1,1.0,0.0,0.0
EIF2AK2,1.0,0.0,0.0
EIF2AK3,1.0,0.0,0.0
EIF2D,1.0,0.0,0.0
EIF4EBP1,1.0,0.0,0.0
EIF4EBP3,1.0,0.0,0.0
ELAC1,1.0,0.0,0.0
ELANE,1.0,0.0,0.0
ELAVL2,1.0,0.0,0.0
ELAVL4,1.0,0.0,0.0
ELF1,1.0,0.0,0.0
ELF4,1.0,0.0,0.0
ELK4,1.0,0.0,0.0
ELMO2,1.0,0.0,0.0
ELOVL4,1.0,0.0,0.0
ELP3,1.0,0.0,0.0
ADGRL4,1.0,0.0,0.0
EMC1,1.0,0.0,0.0
EMC3-AS1,1.0,0.0,0.0
EMD,1.0,0.0,0.0
EML1,1.0,0.0,0.0
EML2,1.0,0.0,0.0
EMP2,1.0,0.0,0.0
ADGRE1,1.0,0.0,0.0
ADGRE4P,1.0,0.0,0.0
EMX1,1.0,0.0,0.0
EMX2,1.0,0.0,0.0
EN1,1.0,0.0,0.0
ENAH,1.0,0.0,0.0
ENAM,1.0,0.0,0.0
ENC1,1.0,0.0,0.0
ENDOV,1.0,0.0,0.0
ENG,1.0,0.0,0.0
ENOPH1,1.0,0.0,0.0
ENOX2,1.0,0.0,0.0
ENPEP,1.0,0.0,0.0
ENPP1,1.0,0.0,0.0
ENPP3,1.0,0.0,0.0
ENPP5,1.0,0.0,0.0
ENSA,1.0,0.0,0.0
ENTPD1,1.0,0.0,0.0
ENTPD6,1.0,0.0,0.0
ENTPD8,1.0,0.0,0.0
EOMES,1.0,0.0,0.0
EP300,1.0,0.0,0.0
EPB41,1.0,0.0,0.0
EPB41L1,1.0,0.0,0.0
EPB41L4A,1.0,0.0,0.0
EPB41L4A-AS1,1.0,0.0,0.0
EPB41L4B,1.0,0.0,0.0
EPC1,1.0,0.0,0.0
EPCAM,1.0,0.0,0.0
EPHA1,1.0,0.0,0.0
EPHA2,1.0,0.0,0.0
EPHA4,1.0,0.0,0.0
EPHA5,1.0,0.0,0.0
EPHB1,1.0,0.0,0.0
EPHB3,1.0,0.0,0.0
EPHX4,1.0,0.0,0.0
EPM2A,1.0,0.0,0.0
EPO,1.0,0.0,0.0
EPS15,1.0,0.0,0.0
EPS15L1,1.0,0.0,0.0
EPS8,1.0,0.0,0.0
EPS8L1,1.0,0.0,0.0
EPS8L3,1.0,0.0,0.0
ERAL1,1.0,0.0,0.0
ERBIN,1.0,0.0,0.0
ERCC4,1.0,0.0,0.0
ERCC6,1.0,0.0,0.0
ERCC8,1.0,0.0,0.0
ERG,1.0,0.0,0.0
ERGIC2,1.0,0.0,0.0
ERI1,1.0,0.0,0.0
ERLIN1,1.0,0.0,0.0
ERN2,1.0,0.0,0.0
ERP29,1.0,0.0,0.0
ERP44,1.0,0.0,0.0
ERVW-1,1.0,0.0,0.0
ESR2,1.0,0.0,0.0
ESRRA,1.0,0.0,0.0
ESRRB,1.0,0.0,0.0
ESRRG,1.0,0.0,0.0
ESX1,1.0,0.0,0.0
ESYT1,1.0,0.0,0.0
ETAA1,1.0,0.0,0.0
ETFA,1.0,0.0,0.0
ETHE1,1.0,0.0,0.0
ETNK2,1.0,0.0,0.0
ETS2,1.0,0.0,0.0
ETV1,1.0,0.0,0.0
ETV2,1.0,0.0,0.0
ETV3,1.0,0.0,0.0
ETV6,1.0,0.0,0.0
EVC2,1.0,0.0,0.0
EVPL,1.0,0.0,0.0
EXD2,1.0,0.0,0.0
EXOC5,1.0,0.0,0.0
EXOC6,1.0,0.0,0.0
EXOG,1.0,0.0,0.0
EXOSC4,1.0,0.0,0.0
EXT2,1.0,0.0,0.0
EYA3,1.0,0.0,0.0
EYS,1.0,0.0,0.0
F11,1.0,0.0,0.0
F11R,1.0,0.0,0.0
F13B,1.0,0.0,0.0
F2,1.0,0.0,0.0
F2R,1.0,0.0,0.0
F2RL1,1.0,0.0,0.0
F2RL2,1.0,0.0,0.0
F2RL3,1.0,0.0,0.0
F3,1.0,0.0,0.0
F5,1.0,0.0,0.0
F7,1.0,0.0,0.0
F9,1.0,0.0,0.0
FAAH,1.0,0.0,0.0
FABP2,1.0,0.0,0.0
FABP5,1.0,0.0,0.0
FABP5P3,1.0,0.0,0.0
FABP6,1.0,0.0,0.0
FABP7,1.0,0.0,0.0
FADS1,1.0,0.0,0.0
FADS2,1.0,0.0,0.0
FADS6,1.0,0.0,0.0
FAF1,1.0,0.0,0.0
FAH,1.0,0.0,0.0
FAHD1,1.0,0.0,0.0
FAM105A,1.0,0.0,0.0
FAM110B,1.0,0.0,0.0
FAM131B,1.0,0.0,0.0
RETREG1,1.0,0.0,0.0
FAM13B,1.0,0.0,0.0
MINDY3,1.0,0.0,0.0
FAM193B,1.0,0.0,0.0
FAM212B,1.0,0.0,0.0
FAM216A,1.0,0.0,0.0
FAM35A,1.0,0.0,0.0
FAM35BP,1.0,0.0,0.0
FAM35DP,1.0,0.0,0.0
FAM3C,1.0,0.0,0.0
PIMREG,1.0,0.0,0.0
FAM89B,1.0,0.0,0.0
FANCD2,1.0,0.0,0.0
FANCF,1.0,0.0,0.0
FANCG,1.0,0.0,0.0
FANCL,1.0,0.0,0.0
FAP,1.0,0.0,0.0
FARP1,1.0,0.0,0.0
FARP2,1.0,0.0,0.0
FARSB,1.0,0.0,0.0
FAS,1.0,0.0,0.0
FASLG,1.0,0.0,0.0
FASTK,1.0,0.0,0.0
FAT1,1.0,0.0,0.0
FBLN1,1.0,0.0,0.0
FBLN5,1.0,0.0,0.0
FBLN7,1.0,0.0,0.0
FBN1,1.0,0.0,0.0
FBN2,1.0,0.0,0.0
FBP1,1.0,0.0,0.0
FBP2,1.0,0.0,0.0
FBXL2,1.0,0.0,0.0
FBXL20,1.0,0.0,0.0
FBXL21,1.0,0.0,0.0
FBXL3,1.0,0.0,0.0
FBXL6,1.0,0.0,0.0
FBXO18,1.0,0.0,0.0
FBXO2,1.0,0.0,0.0
FBXO22,1.0,0.0,0.0
FBXO24,1.0,0.0,0.0
FBXO3,1.0,0.0,0.0
FBXO4,1.0,0.0,0.0
FBXO44,1.0,0.0,0.0
FBXO6,1.0,0.0,0.0
FBXO8,1.0,0.0,0.0
FBXO9,1.0,0.0,0.0
FBXW2,1.0,0.0,0.0
FBXW5,1.0,0.0,0.0
FBXW8,1.0,0.0,0.0
FCER1A,1.0,0.0,0.0
FCGR1A,1.0,0.0,0.0
FCGR1B,1.0,0.0,0.0
FCGR2A,1.0,0.0,0.0
FCGR2B,1.0,0.0,0.0
FCGR2C,1.0,0.0,0.0
FCGR3A,1.0,0.0,0.0
FCGR3B,1.0,0.0,0.0
FCGRT,1.0,0.0,0.0
FCN2,1.0,0.0,0.0
FCRL1,1.0,0.0,0.0
FCRL2,1.0,0.0,0.0
FCRL3,1.0,0.0,0.0
FCRL4,1.0,0.0,0.0
FCRLA,1.0,0.0,0.0
FDFT1,1.0,0.0,0.0
FDX1,1.0,0.0,0.0
FEM1A,1.0,0.0,0.0
FEM1B,1.0,0.0,0.0
FER,1.0,0.0,0.0
FERMT1,1.0,0.0,0.0
FEV,1.0,0.0,0.0
FFAR2,1.0,0.0,0.0
FGA,1.0,0.0,0.0
FGB,1.0,0.0,0.0
FGD1,1.0,0.0,0.0
FGD2,1.0,0.0,0.0
FGD4,1.0,0.0,0.0
FGD6,1.0,0.0,0.0
FGF1,1.0,0.0,0.0
FGF10,1.0,0.0,0.0
FGF11,1.0,0.0,0.0
FGF13,1.0,0.0,0.0
FGF16,1.0,0.0,0.0
FGF17,1.0,0.0,0.0
FGF19,1.0,0.0,0.0
FGF2,1.0,0.0,0.0
FGF20,1.0,0.0,0.0
FGF22,1.0,0.0,0.0
FGF3,1.0,0.0,0.0
FGF5,1.0,0.0,0.0
FGF6,1.0,0.0,0.0
FGF7,1.0,0.0,0.0
FGF9,1.0,0.0,0.0
FGFR4,1.0,0.0,0.0
FGG,1.0,0.0,0.0
FGGY,1.0,0.0,0.0
FGR,1.0,0.0,0.0
FH,1.0,0.0,0.0
FHL2,1.0,0.0,0.0
FIG4,1.0,0.0,0.0
VEGFD,1.0,0.0,0.0
FIGN,1.0,0.0,0.0
FKBP10,1.0,0.0,0.0
FKBP14,1.0,0.0,0.0
FKBP3,1.0,0.0,0.0
FKBP4,1.0,0.0,0.0
FKBP5,1.0,0.0,0.0
FKBP7,1.0,0.0,0.0
FKBP8,1.0,0.0,0.0
FKBP9,1.0,0.0,0.0
FKBP9P1,1.0,0.0,0.0
FKTN,1.0,0.0,0.0
FLAD1,1.0,0.0,0.0
FLCN,1.0,0.0,0.0
FLG,1.0,0.0,0.0
FLG2,1.0,0.0,0.0
FLI1,1.0,0.0,0.0
FLOT1,1.0,0.0,0.0
FLT3,1.0,0.0,0.0
FMNL1,1.0,0.0,0.0
FMNL2,1.0,0.0,0.0
FMO2,1.0,0.0,0.0
FMO3,1.0,0.0,0.0
FMO4,1.0,0.0,0.0
FMO5,1.0,0.0,0.0
FMO9P,1.0,0.0,0.0
FN1,1.0,0.0,0.0
FN3K,1.0,0.0,0.0
FNTB,1.0,0.0,0.0
FOLH1B,1.0,0.0,0.0
FOLR1,1.0,0.0,0.0
FOLR3,1.0,0.0,0.0
FOS,1.0,0.0,0.0
FOSB,1.0,0.0,0.0
FOXB2,1.0,0.0,0.0
FOXD1,1.0,0.0,0.0
FOXD3,1.0,0.0,0.0
FOXD4,1.0,0.0,0.0
FOXD4L1,1.0,0.0,0.0
FOXF2,1.0,0.0,0.0
FOXG1,1.0,0.0,0.0
FOXI2,1.0,0.0,0.0
FOXJ1,1.0,0.0,0.0
FOXL1,1.0,0.0,0.0
FOXL2,1.0,0.0,0.0
FOXN1,1.0,0.0,0.0
FOXN2,1.0,0.0,0.0
FOXN3,1.0,0.0,0.0
FOXN4,1.0,0.0,0.0
FOXO1,1.0,0.0,0.0
FOXO3,1.0,0.0,0.0
FOXO3B,1.0,0.0,0.0
FOXP1,1.0,0.0,0.0
FOXP2,1.0,0.0,0.0
FOXP3,1.0,0.0,0.0
FOXP4,1.0,0.0,0.0
FOXR1,1.0,0.0,0.0
FOXRED1,1.0,0.0,0.0
FPGS,1.0,0.0,0.0
FPGT,1.0,0.0,0.0
FPGT-TNNI3K,1.0,0.0,0.0
FREM1,1.0,0.0,0.0
FRMD1,1.0,0.0,0.0
FRMPD2,1.0,0.0,0.0
FRMPD2B,1.0,0.0,0.0
FRRS1,1.0,0.0,0.0
FRZB,1.0,0.0,0.0
FSBP,1.0,0.0,0.0
FSHR,1.0,0.0,0.0
FTSJ1,1.0,0.0,0.0
MRM2,1.0,0.0,0.0
FURIN,1.0,0.0,0.0
FUS,1.0,0.0,0.0
FUT10,1.0,0.0,0.0
FUT11,1.0,0.0,0.0
FUT3,1.0,0.0,0.0
FUT8,1.0,0.0,0.0
FUT9,1.0,0.0,0.0
FXR2,1.0,0.0,0.0
FXYD1,1.0,0.0,0.0
FXYD2,1.0,0.0,0.0
FXYD3,1.0,0.0,0.0
FXYD5,1.0,0.0,0.0
FXYD6-FXYD2,1.0,0.0,0.0
FXYD7,1.0,0.0,0.0
FYCO1,1.0,0.0,0.0
FZD1,1.0,0.0,0.0
FZD10,1.0,0.0,0.0
FZD4,1.0,0.0,0.0
G6PC,1.0,0.0,0.0
G6PD,1.0,0.0,0.0
GAA,1.0,0.0,0.0
GAB1,1.0,0.0,0.0
GABARAP,1.0,0.0,0.0
GABARAPL1,1.0,0.0,0.0
GABARAPL2,1.0,0.0,0.0
GABBR1,1.0,0.0,0.0
GABBR2,1.0,0.0,0.0
GABPB2,1.0,0.0,0.0
GABRA2,1.0,0.0,0.0
GABRA5,1.0,0.0,0.0
GABRA6,1.0,0.0,0.0
GABRB1,1.0,0.0,0.0
GABRB3,1.0,0.0,0.0
GABRD,1.0,0.0,0.0
GABRG1,1.0,0.0,0.0
GABRG2,1.0,0.0,0.0
GABRG3,1.0,0.0,0.0
GABRP,1.0,0.0,0.0
GABRR1,1.0,0.0,0.0
GABRR2,1.0,0.0,0.0
GABRR3,1.0,0.0,0.0
GAD1,1.0,0.0,0.0
GAD2,1.0,0.0,0.0
GADD45A,1.0,0.0,0.0
GADD45B,1.0,0.0,0.0
GADL1,1.0,0.0,0.0
GAL3ST1,1.0,0.0,0.0
GAL3ST2,1.0,0.0,0.0
GALE,1.0,0.0,0.0
GALK2,1.0,0.0,0.0
GALM,1.0,0.0,0.0
GALNT11,1.0,0.0,0.0
GALNT12,1.0,0.0,0.0
GALNT13,1.0,0.0,0.0
GALNT14,1.0,0.0,0.0
GALNT18,1.0,0.0,0.0
GALNT2,1.0,0.0,0.0
GALNT3,1.0,0.0,0.0
GALNT5,1.0,0.0,0.0
GALNT6,1.0,0.0,0.0
GALNT7,1.0,0.0,0.0
GALNT8,1.0,0.0,0.0
GALR1,1.0,0.0,0.0
GALR2,1.0,0.0,0.0
GALT,1.0,0.0,0.0
GAMT,1.0,0.0,0.0
GANC,1.0,0.0,0.0
GAPVD1,1.0,0.0,0.0
GARNL3,1.0,0.0,0.0
GAS6,1.0,0.0,0.0
GAS7,1.0,0.0,0.0
GATA1,1.0,0.0,0.0
GATA6,1.0,0.0,0.0
GATAD1,1.0,0.0,0.0
GATM,1.0,0.0,0.0
GBA3,1.0,0.0,0.0
GBE1,1.0,0.0,0.0
GBGT1,1.0,0.0,0.0
GBP1,1.0,0.0,0.0
GBX1,1.0,0.0,0.0
GBX2,1.0,0.0,0.0
GCAT,1.0,0.0,0.0
GCDH,1.0,0.0,0.0
GCFC2,1.0,0.0,0.0
GCK,1.0,0.0,0.0
GCLC,1.0,0.0,0.0
GCLM,1.0,0.0,0.0
GCM1,1.0,0.0,0.0
GCNT1,1.0,0.0,0.0
GCNT2,1.0,0.0,0.0
GCOM1,1.0,0.0,0.0
GCSH,1.0,0.0,0.0
GDA,1.0,0.0,0.0
GDE1,1.0,0.0,0.0
GDF2,1.0,0.0,0.0
GDF5,1.0,0.0,0.0
GDF9,1.0,0.0,0.0
GDNF,1.0,0.0,0.0
GDPD2,1.0,0.0,0.0
GDPD5,1.0,0.0,0.0
GEM,1.0,0.0,0.0
GEMIN2,1.0,0.0,0.0
GEMIN4,1.0,0.0,0.0
GEN1,1.0,0.0,0.0
GFAP,1.0,0.0,0.0
GFI1,1.0,0.0,0.0
GFOD1,1.0,0.0,0.0
GFOD2,1.0,0.0,0.0
GFRA1,1.0,0.0,0.0
GFRA2,1.0,0.0,0.0
GFRA3,1.0,0.0,0.0
GFRA4,1.0,0.0,0.0
GGA1,1.0,0.0,0.0
GGA2,1.0,0.0,0.0
GGA3,1.0,0.0,0.0
GGCX,1.0,0.0,0.0
GGT1,1.0,0.0,0.0
GGT2,1.0,0.0,0.0
GGT5,1.0,0.0,0.0
GGTLC2,1.0,0.0,0.0
GH1,1.0,0.0,0.0
GHR,1.0,0.0,0.0
GHRL,1.0,0.0,0.0
GHSR,1.0,0.0,0.0
GIMAP2,1.0,0.0,0.0
GIMAP4,1.0,0.0,0.0
GIMAP5,1.0,0.0,0.0
GIMAP7,1.0,0.0,0.0
GIMAP8,1.0,0.0,0.0
GIPC1,1.0,0.0,0.0
GIPR,1.0,0.0,0.0
GIT1,1.0,0.0,0.0
GIT2,1.0,0.0,0.0
GJA10,1.0,0.0,0.0
GJA3,1.0,0.0,0.0
GJA4,1.0,0.0,0.0
GJA8,1.0,0.0,0.0
GJA9,1.0,0.0,0.0
GJB1,1.0,0.0,0.0
GJB2,1.0,0.0,0.0
GJB4,1.0,0.0,0.0
GJB5,1.0,0.0,0.0
GJB6,1.0,0.0,0.0
GJB7,1.0,0.0,0.0
GJC1,1.0,0.0,0.0
GJD2,1.0,0.0,0.0
GK3P,1.0,0.0,0.0
GK5,1.0,0.0,0.0
GKAP1,1.0,0.0,0.0
GLA,1.0,0.0,0.0
GLB1,1.0,0.0,0.0
GLCE,1.0,0.0,0.0
GLDC,1.0,0.0,0.0
GLI1,1.0,0.0,0.0
GLI2,1.0,0.0,0.0
GLI3,1.0,0.0,0.0
GLMN,1.0,0.0,0.0
GLP2R,1.0,0.0,0.0
GLRA2,1.0,0.0,0.0
GLRA3,1.0,0.0,0.0
GLRX,1.0,0.0,0.0
GLRX2,1.0,0.0,0.0
GLRX3,1.0,0.0,0.0
GLS,1.0,0.0,0.0
GLS2,1.0,0.0,0.0
GLT6D1,1.0,0.0,0.0
GLT8D1,1.0,0.0,0.0
GLT8D2,1.0,0.0,0.0
BICRA,1.0,0.0,0.0
GLUD1P3,1.0,0.0,0.0
GLUD1P2,1.0,0.0,0.0
GM2A,1.0,0.0,0.0
GMDS,1.0,0.0,0.0
GMEB2,1.0,0.0,0.0
GMFB,1.0,0.0,0.0
GMIP,1.0,0.0,0.0
GMPR,1.0,0.0,0.0
GMPR2,1.0,0.0,0.0
GMPS,1.0,0.0,0.0
GNA11,1.0,0.0,0.0
GNA12,1.0,0.0,0.0
GNAI1,1.0,0.0,0.0
GNAI2,1.0,0.0,0.0
GNAL,1.0,0.0,0.0
GNAO1,1.0,0.0,0.0
GNAS,1.0,0.0,0.0
GNAT1,1.0,0.0,0.0
GNAT2,1.0,0.0,0.0
GNAZ,1.0,0.0,0.0
GNB2,1.0,0.0,0.0
GNB3,1.0,0.0,0.0
GNE,1.0,0.0,0.0
GNG10,1.0,0.0,0.0
GNG11,1.0,0.0,0.0
GNG13,1.0,0.0,0.0
GNG3,1.0,0.0,0.0
GNG4,1.0,0.0,0.0
GNG5,1.0,0.0,0.0
GNG7,1.0,0.0,0.0
GNLY,1.0,0.0,0.0
GNMT,1.0,0.0,0.0
GNPNAT1,1.0,0.0,0.0
GNPTAB,1.0,0.0,0.0
GNRHR2,1.0,0.0,0.0
GOPC,1.0,0.0,0.0
GOSR1,1.0,0.0,0.0
GOT1,1.0,0.0,0.0
GP1BB,1.0,0.0,0.0
GP6,1.0,0.0,0.0
GPA33,1.0,0.0,0.0
GPATCH1,1.0,0.0,0.0
GPD1,1.0,0.0,0.0
GPD2,1.0,0.0,0.0
GPLD1,1.0,0.0,0.0
GPM6B,1.0,0.0,0.0
GPR1,1.0,0.0,0.0
GPR107,1.0,0.0,0.0
ADGRF1,1.0,0.0,0.0
ADGRF2,1.0,0.0,0.0
ADGRG4,1.0,0.0,0.0
ADGRF3,1.0,0.0,0.0
ADGRG5,1.0,0.0,0.0
GPR119,1.0,0.0,0.0
GPR12,1.0,0.0,0.0
ADGRA2,1.0,0.0,0.0
ADGRG6,1.0,0.0,0.0
ADGRG7,1.0,0.0,0.0
GPR135,1.0,0.0,0.0
GPR142,1.0,0.0,0.0
GPR146,1.0,0.0,0.0
GPR148,1.0,0.0,0.0
GPR15,1.0,0.0,0.0
GPR152,1.0,0.0,0.0
GPR155,1.0,0.0,0.0
GPR156,1.0,0.0,0.0
GPR158,1.0,0.0,0.0
GPR160,1.0,0.0,0.0
GPR161,1.0,0.0,0.0
GPR17,1.0,0.0,0.0
GPR171,1.0,0.0,0.0
GPR174,1.0,0.0,0.0
GPR176,1.0,0.0,0.0
GPR179,1.0,0.0,0.0
GPR18,1.0,0.0,0.0
GPR180,1.0,0.0,0.0
GPR182,1.0,0.0,0.0
GPR21,1.0,0.0,0.0
GPR25,1.0,0.0,0.0
GPR37L1,1.0,0.0,0.0
GPR39,1.0,0.0,0.0
GPR45,1.0,0.0,0.0
GPR52,1.0,0.0,0.0
ADGRG1,1.0,0.0,0.0
GPR62,1.0,0.0,0.0
GPR75,1.0,0.0,0.0
GPR78,1.0,0.0,0.0
GPR83,1.0,0.0,0.0
GPR84,1.0,0.0,0.0
